file,raw_tag,catalog_key,status,canonical,jpm_prefix
wiki/exams/2014/jpm-sim-b-transfer-to-cold-leg-recirc.md,011 EA1.11 (4.2/4.2),011 EA1.11,DELETED_IN_REV3,011 EA1.11 (4.2/4.2),Simulator | RO/SRO | 
wiki/exams/2014/jpm-sim-c-pzr-pressure-malfunction-isolate-porv.md,027 AA1.01 (RO 3.8 / SRO 3.8),027 AA1.01,RESOLVED,027 AA1.01 (RO 3.8 / SRO 3.8),Simulator | RO/SRO | 
wiki/exams/2014/jpm-sim-d-loss-of-heat-sink-bleed-and-feed.md,WE05 EA1.01 (4.1/4.0),WE05 EA1.01,DELETED_IN_REV3,WE05 EA1.01 (4.1/4.0),Simulator | RO/SRO | 
wiki/exams/2014/jpm-sim-e-natural-circulation-cooldown.md,WE09 EA1.01 (3.5/3.5),WE09 EA1.01,DELETED_IN_REV3,WE09 EA1.01 (3.5/3.5),Simulator | RO/SRO | 
wiki/exams/2014/jpm-sim-f-cfcu-operability-sw-flow-verification.md,022 A4.01 (RO 3.7 / SRO 3.7),022 A4.01,RESOLVED,022 A4.01 (RO 3.7 / SRO 3.7),Simulator | RO/SRO | 
wiki/exams/2014/jpm-sim-g-rods-to-criticality-source-range-failure.md,012 A4.03 (RO 3.8 / SRO 3.8),012 A4.03,RESOLVED,012 A4.03 (RO 3.8 / SRO 3.8),Simulator | RO/SRO | 
wiki/exams/2014/jpm-sim-h-ccw-restoration-23-pump.md,008 A4.01 (RO 3.7 / SRO 3.7),008 A4.01,RESOLVED,008 A4.01 (RO 3.7 / SRO 3.7),Simulator | RO/SRO | 
wiki/exams/2014/jpm-sro-a1-1-isolate-nonessential-chilled-water.md,G2.1.25 (RO 3.9 / SRO 4.2),G2.1.25,RESOLVED,G2.1.25 (RO 3.9 / SRO 4.2),Admin | SRO | 
wiki/exams/2014/jpm-sro-a1-2-review-qptr.md,G2.1.18 (RO 3.6 / SRO 3.8),G2.1.18,RESOLVED,G2.1.18 (RO 3.6 / SRO 3.8),Admin | SRO | 
wiki/exams/2014/jpm-sro-a2-review-tagging-list.md,G2.2.13 (RO 4.1 / SRO 4.3),G2.2.13,RESOLVED,G2.2.13 (RO 4.1 / SRO 4.3),Admin | SRO | 
wiki/exams/2014/jpm-sro-a3-authorize-gas-release.md,G2.3.6 (RO 2 / SRO 3.8),G2.3.6,RESOLVED,G2.3.6 (RO 2 / SRO 3.8),Admin | SRO | 
wiki/exams/2014/jpm-sro-a4-classify-event-general-emergency.md,G2.4.44 (SRO 4.4),G2.4.44,RESOLVED,G2.4.44 (SRO 4.4),Admin | SRO | 
wiki/exams/2014/q1-immovable-misaligned-rods-required-action.md,005 AA2.03 (RO 3.5 / SRO 4.4),005 AA2.03,DELETED_IN_REV3,005 AA2.03 (RO 3.5 / SRO 4.4),
wiki/exams/2014/q10-pzr-pressure-channel-fails-low-rcs-response.md,027 AK2.03 (RO 2.6 / SRO 2.8),027 AK2.03,DELETED_IN_REV3,027 AK2.03 (RO 2.6 / SRO 2.8),
wiki/exams/2014/q100-short-duration-ue-corrected-before-notifications.md,G2.4.29 (RO 3.1 / SRO 4.4),G2.4.29,RESOLVED,G2.4.29 (RO 3.1 / SRO 4.4),
wiki/exams/2014/q11-atwt-condition-requiring-manual-trip.md,G2.4.50 (RO 4.2 / SRO 4),G2.4.50,RESOLVED,G2.4.50 (RO 4.2 / SRO 4),
wiki/exams/2014/q12-loss-of-srni-maintain-below-p6.md,032 AK3.01 (RO 3.9 / SRO 3.9),032 AK3.01,RESOLVED,032 AK3.01 (RO 3.9 / SRO 3.9),
wiki/exams/2014/q13-fuel-handling-incident-evacuation-condition.md,036 AK1.01 (RO 3.5 / SRO 4.1),036 AK1.01,DELETED_IN_REV3,036 AK1.01 (RO 3.5 / SRO 4.1),
wiki/exams/2014/q14-2r19a-sg-blowdown-rad-monitor-21gb4-closure.md,038 EK3.03 (RO 3.6 / SRO 3.6),038 EK3.03,RESOLVED,038 EK3.03 (RO 3.6 / SRO 3.6),
wiki/exams/2014/q15-steam-line-rupture-afw-steam-release-rcs-heatup.md,040 AK1.01a (RO 4 / SRO 4),040 AK1.01a,RESOLVED,040 AK1.01a (RO 4 / SRO 4),
wiki/exams/2014/q16-loss-of-all-ac-recovery-equipment-operation-sequence.md,055 EA1.07 (RO 4.1 / SRO 4.1),055 EA1.07,RESOLVED,055 EA1.07 (RO 4.1 / SRO 4.1),
wiki/exams/2014/q17-loss-of-115vac-vital-bus-power-reduction-method.md,057 AK3.01 (RO 4.1 / SRO 4.1),057 AK3.01,RESOLVED,057 AK3.01 (RO 4.1 / SRO 4.1),
wiki/exams/2014/q18-2c-125vdc-bus-volt-lo-condition-and-action.md,G2.4.46 (RO 4.2 / SRO 4.2),G2.4.46,RESOLVED,G2.4.46 (RO 4.2 / SRO 4.2),
wiki/exams/2014/q19-control-air-pressure-lo-required-actions.md,G2.1.7 (RO 4.4 / SRO 4.7),G2.1.7,RESOLVED,G2.1.7 (RO 4.4 / SRO 4.7),
wiki/exams/2014/q2-reactor-trip-first-out-f-window-indication.md,007 EA2.05 (RO 3.7 / SRO 3.6),007 EA2.05,RESOLVED,007 EA2.05 (RO 3.7 / SRO 3.6),
wiki/exams/2014/q20-failed-fuel-first-rad-monitor-with-excess-letdown.md,076 AA1.04 (RO 3.2 / SRO 3.2),076 AA1.04,RESOLVED,076 AA1.04 (RO 3.2 / SRO 3.2),
wiki/exams/2014/q21-generator-loading-outside-allowable-after-500kv-disturbance.md,077 AA2.02 (RO 3.7 / SRO 3.4),077 AA2.02,RESOLVED,077 AA2.02 (RO 3.7 / SRO 3.4),
wiki/exams/2014/q22-loca-2-next-major-action-during-cooldown.md,WE03 EK1.02 (RO 3.6 / SRO 4.1),WE03 EK1.02,DELETED_IN_REV3,WE03 EK1.02 (RO 3.6 / SRO 4.1),
wiki/exams/2014/q23-frhs-1-bleed-and-feed-method-with-2pr7-shut.md,WE05 EK1.02 (RO 3.9 / SRO 4.5),WE05 EK1.02,DELETED_IN_REV3,WE05 EK1.02 (RO 3.9 / SRO 4.5),
wiki/exams/2014/q24-frcc-3-eccs-injection-indication.md,074 EK2.02a (RO 4 / SRO 4),074 EK2.02a,RESOLVED,074 EK2.02a (RO 4 / SRO 4),
wiki/exams/2014/q25-frts-1-rcp-start-strategy.md,WE08 EA2.02 (RO 3.5 / SRO 4.1),WE08 EA2.02,DELETED_IN_REV3,WE08 EA2.02 (RO 3.5 / SRO 4.1),
wiki/exams/2014/q26-trip-6-minimum-rvlis-level-during-natural-circ-cooldown.md,WE09 EA1.03 (RO 3.4 / SRO 3.7),WE09 EA1.03,DELETED_IN_REV3,WE09 EA1.03 (RO 3.4 / SRO 3.7),
wiki/exams/2014/q27-containment-spray-operation-during-loca-5.md,WE11 EA2.01 (RO 3.4 / SRO 4.2),WE11 EA2.01,DELETED_IN_REV3,WE11 EA2.01 (RO 3.4 / SRO 4.2),
wiki/exams/2014/q28-control-rod-withdrawal-effect-on-plant.md,001 K5.06 (RO 3.8 / SRO 3.8),001 K5.06,RESOLVED,001 K5.06 (RO 3.8 / SRO 3.8),
wiki/exams/2014/q29-single-loop-flow-reduction-effect.md,002 A3.03 (RO 4.1 / SRO 4.1),002 A3.03,RESOLVED,002 A3.03 (RO 4.1 / SRO 4.1),
wiki/exams/2014/q3-pzr-safety-valve-failed-open-level-response.md,008 AA1.06 (RO 3.5 / SRO 3.5),008 AA1.06,RESOLVED,008 AA1.06 (RO 3.5 / SRO 3.5),
wiki/exams/2014/q30-condition-requiring-entry-into-ab-rcp.md,003 K2.02 (RO 2.5 / SRO 2.6),003 K2.02,DELETED_IN_REV3,003 K2.02 (RO 2.5 / SRO 2.6),
wiki/exams/2014/q31-2cc190-thermal-barrier-cc-outlet-valve-fails-shut.md,003 K6.04 (RO 3.8 / SRO 3.8),003 K6.04,RESOLVED,003 K6.04 (RO 3.8 / SRO 3.8),
wiki/exams/2014/q32-1cc71-letdown-hx-cc-valve-fails-50-open.md,004 A2.30 (RO 3.5 / SRO 3.5),004 A2.30,RESOLVED,004 A2.30 (RO 3.5 / SRO 3.5),
wiki/exams/2014/q33-rhr-pump-4kv-vital-power-supplies.md,005 K2.01 (RO 4.1 / SRO 4.1),005 K2.01,RESOLVED,005 K2.01 (RO 4.1 / SRO 4.1),
wiki/exams/2014/q34-small-break-loca-with-1a-bus-lockout-containment-response.md,006 A4.01 (RO 4.3 / SRO 4.3),006 A4.01,RESOLVED,006 A4.01 (RO 4.3 / SRO 4.3),
wiki/exams/2014/q35-unexpected-overhead-alarm-during-loca.md,G2.4.46 (RO 4.2 / SRO 4.2),G2.4.46,RESOLVED,G2.4.46 (RO 4.2 / SRO 4.2),
wiki/exams/2014/q36-1pr1-porv-stuck-open-effect-and-ab-pzr-actions.md,007 A2.01 (RO 4.5 / SRO 4.1),007 A2.01,RESOLVED,007 A2.01 (RO 4.5 / SRO 4.1),
wiki/exams/2014/q37-ccw-tech-spec-consequence-after-2c-undervoltage.md,G2.2.37 (SRO 4.6),G2.2.37,RESOLVED,G2.2.37 (SRO 4.6),
wiki/exams/2014/q38-2ps3-spray-valve-demand-fails-to-50.md,010 K3.01 (RO 4.1 / SRO 4.1),010 K3.01,RESOLVED,010 K3.01 (RO 4.1 / SRO 4.1),
wiki/exams/2014/q39-pr3-safety-tailpipe-temperature-constant-enthalpy.md,010 K5.02 (RO 3.5 / SRO 3.5),010 K5.02,RESOLVED,010 K5.02 (RO 3.5 / SRO 3.5),
wiki/exams/2014/q4-eop-loca-4-hot-leg-recirc-purpose.md,011 EK3.12 (RO 4.2 / SRO 4.2),011 EK3.12,RESOLVED,011 EK3.12 (RO 4.2 / SRO 4.2),
wiki/exams/2014/q40-seal-water-flow-lo-all-rcps-cause.md,011 K6.06 (RO 2.5 / SRO 2.8),011 K6.06,DELETED_IN_REV3,011 K6.06 (RO 2.5 / SRO 2.8),
wiki/exams/2014/q41-rcs-leak-during-heatup-rps-response.md,G2.4.9 (RO 2.4 / SRO 4.2),G2.4.9,DELETED_IN_REV3,G2.4.9 (RO 2.4 / SRO 4.2),
wiki/exams/2014/q42-continuous-rod-withdrawal-power-rise-termination.md,012 K4.02 (RO 4.5 / SRO 4.5),012 K4.02,RESOLVED,012 K4.02 (RO 4.5 / SRO 4.5),
wiki/exams/2014/q43-eccs-acceptance-criteria-50-46.md,013 K3.01 (RO 3.9 / SRO 3.9),013 K3.01,RESOLVED,013 K3.01 (RO 3.9 / SRO 3.9),
wiki/exams/2014/q44-all-outward-rod-motion-blocked-condition.md,015 K4.02 (RO 3.9 / SRO 3.9),015 K4.02,RESOLVED,015 K4.02 (RO 3.9 / SRO 3.9),
wiki/exams/2014/q45-cet-deenergized-natural-circ-indication.md,017 K3.01 (RO 3.5 / SRO 3.7),017 K3.01,DELETED_IN_REV3,017 K3.01 (RO 3.5 / SRO 3.7),
wiki/exams/2014/q46-cfcu-sw-flow-low-to-high-speed-transfer.md,022 A1.04 (RO 3.3 / SRO 3.3),022 A1.04,RESOLVED,022 A1.04 (RO 3.3 / SRO 3.3),
wiki/exams/2014/q47-22sw20-shut-cfcu-cooling-loss-restoration.md,022 A2.04 (RO 3.7 / SRO 3.4),022 A2.04,RESOLVED,022 A2.04 (RO 3.7 / SRO 3.4),
wiki/exams/2014/q48-reset-automatic-containment-spray-initiation.md,026 A4.05 (RO 4 / SRO 4),026 A4.05,RESOLVED,026 A4.05 (RO 4 / SRO 4),
wiki/exams/2014/q49-hydrogen-recombiner-availability-1a-bus-lockout.md,028 K2.01 (RO 2.4 / SRO 2.4),028 K2.01,RESOLVED,028 K2.01 (RO 2.4 / SRO 2.4),
wiki/exams/2014/q5-rcp-thermal-barrier-rupture-unexpected-indication.md,015 AK2.08 (RO 3.5 / SRO 3.5),015 AK2.08,RESOLVED,015 AK2.08 (RO 3.5 / SRO 3.5),
wiki/exams/2014/q50-sfp-boron-2127-ppm-basis-preferred-source.md,033 A2.01 (RO 3.8 / SRO 3.6),033 A2.01,RESOLVED,033 A2.01 (RO 3.8 / SRO 3.6),
wiki/exams/2014/q51-automatic-main-steamline-isolation-cause.md,039 A3.02 (RO 3.3 / SRO 3.3),039 A3.02,RESOLVED,039 A3.02 (RO 3.3 / SRO 3.3),
wiki/exams/2014/q52-ms-dump-pressure-setpoint-raised-effect.md,039 K5.08 (RO 4 / SRO 4),039 K5.08,RESOLVED,039 K5.08 (RO 4 / SRO 4),
wiki/exams/2014/q53-main-turbine-trip-parameter-changes.md,045 A1.06 (RO 3 / SRO 3),045 A1.06,RESOLVED,045 A1.06 (RO 3 / SRO 3),
wiki/exams/2014/q54-condensate-pump-trip-effect-on-mfw.md,056 K1.03 (RO 3.8 / SRO 3.8),056 K1.03,RESOLVED,056 K1.03 (RO 3.8 / SRO 3.8),
wiki/exams/2014/q55-spurious-msli-effect-on-feed.md,059 A4.03 (RO 3.6 / SRO 3.6),059 A4.03,RESOLVED,059 A4.03 (RO 3.6 / SRO 3.6),
wiki/exams/2014/q56-afp-pressure-override-malfunction-indications.md,061 K6.02 (RO 4 / SRO 4),061 K6.02,RESOLVED,061 K6.02 (RO 4 / SRO 4),
wiki/exams/2014/q57-sec-mode-ii-actuation-conditions.md,062 K3.01 (RO 4.1 / SRO 4.1),062 K3.01,RESOLVED,062 K3.01 (RO 4.1 / SRO 4.1),
wiki/exams/2014/q58-dc-bus-train-operability-ts-entry.md,063 K1.03 (RO 2.9 / SRO 3.5),063 K1.03,DELETED_IN_REV3,063 K1.03 (RO 2.9 / SRO 3.5),
wiki/exams/2014/q59-edg-loading-switch-auto-parallel-consequence.md,064 A3.05 (RO 3.8 / SRO 3.8),064 A3.05,RESOLVED,064 A3.05 (RO 3.8 / SRO 3.8),
wiki/exams/2014/q6-loss-of-charging-action-before-starting-pump.md,022 AK1.01 (RO 3.6 / SRO 3.6),022 AK1.01,RESOLVED,022 AK1.01 (RO 3.6 / SRO 3.6),
wiki/exams/2014/q60-cvcs-monitor-tank-release-termination.md,068 A4.04 (RO 3.8 / SRO 3.7),068 A4.04,DELETED_IN_REV3,068 A4.04 (RO 3.8 / SRO 3.7),
wiki/exams/2014/q61-tube-leak-radiation-monitor-response.md,073 A1.01 (RO 3.5 / SRO 3.5),073 A1.01,RESOLVED,073 A1.01 (RO 3.5 / SRO 3.5),
wiki/exams/2014/q62-point-source-dose-rate-calculation.md,073 K5.02 (RO 2.5 / SRO 3.1),073 K5.02,DELETED_IN_REV3,073 K5.02 (RO 2.5 / SRO 3.1),
wiki/exams/2014/q63-service-water-lineup-after-si.md,076 K4.01 (RO 3.8 / SRO 3.8),076 K4.01,RESOLVED,076 K4.01 (RO 3.8 / SRO 3.8),
wiki/exams/2014/q64-loss-of-control-air-both-units-rx-trip.md,078 K1.02 (RO 3.1 / SRO 3.1),078 K1.02,RESOLVED,078 K1.02 (RO 3.1 / SRO 3.1),
wiki/exams/2014/q65-containment-penetration-eccs-isolation.md,103 K4.06 (RO 4.1 / SRO 4.1),103 K4.06,RESOLVED,103 K4.06 (RO 4.1 / SRO 4.1),
wiki/exams/2014/q66-earliest-mode-one-nco-refueling-shutdown.md,G2.1.2 (RO 4.1 / SRO 4.4),G2.1.2,RESOLVED,G2.1.2 (RO 4.1 / SRO 4.4),
wiki/exams/2014/q67-amsac-purpose-prevent-excessive.md,G2.1.27 (RO 3.9 / SRO 4),G2.1.27,RESOLVED,G2.1.27 (RO 3.9 / SRO 4),
wiki/exams/2014/q68-event-requiring-suspension-of-fuel-transfer.md,G2.1.42 (SRO 3.4),G2.1.42,RESOLVED,G2.1.42 (SRO 3.4),
wiki/exams/2014/q69-bezel-red-blocking-tag-sole-isolation.md,G2.2.13 (RO 4.1 / SRO 4.3),G2.2.13,RESOLVED,G2.2.13 (RO 4.1 / SRO 4.3),
wiki/exams/2014/q7-rapid-boration-alternate-method-2cv175.md,024 AK2.01 (RO 2.7 / SRO 2.7),024 AK2.01,DELETED_IN_REV3,024 AK2.01 (RO 2.7 / SRO 2.7),
wiki/exams/2014/q70-lowest-rcs-pressure-safety-limit-exceeded.md,G2.2.22 (RO 4 / SRO 4.7),G2.2.22,RESOLVED,G2.2.22 (RO 4 / SRO 4.7),
wiki/exams/2014/q71-least-time-to-respond-to-ts-lco.md,G2.2.40 (RO 3.4 / SRO 4.7),G2.2.40,RESOLVED,G2.2.40 (RO 3.4 / SRO 4.7),
wiki/exams/2014/q72-radiation-worker-pocket-rwp-data-sheet-contents.md,G2.3.7 (RO 3.5 / SRO 3.6),G2.3.7,DELETED_IN_REV3,G2.3.7 (RO 3.5 / SRO 3.6),
wiki/exams/2014/q73-approval-to-issue-vhra-key.md,G2.3.13 (RO 3.4 / SRO 3.8),G2.3.13,DELETED_IN_REV3,G2.3.13 (RO 3.4 / SRO 3.8),
wiki/exams/2014/q74-cfst-monitoring-frequency-with-red-path.md,G2.4.14 (RO 3.8 / SRO 4.5),G2.4.14,RESOLVED,G2.4.14 (RO 3.8 / SRO 4.5),
wiki/exams/2014/q75-secondary-communicator-action-during-alert.md,G2.4.29 (RO 3.1 / SRO 4.4),G2.4.29,RESOLVED,G2.4.29 (RO 3.1 / SRO 4.4),
wiki/exams/2014/q76-continuous-rod-withdrawal-cause-and-response.md,001 A2.05 (RO 2 / SRO 2.3),001 A2.05,RESOLVED,001 A2.05 (RO 2 / SRO 2.3),
wiki/exams/2014/q77-dropped-rod-recovery-procedure-transition.md,003 A2.01 (RO 4 / SRO 4),003 A2.01,RESOLVED,003 A2.01 (RO 4 / SRO 4),
wiki/exams/2014/q78-offline-notification-recipients.md,G2.4.30 (RO 2.7 / SRO 4.1),G2.4.30,RESOLVED,G2.4.30 (RO 2.7 / SRO 4.1),
wiki/exams/2014/q79-highest-ecg-classification.md,G2.4.41 (SRO 4.6),G2.4.41,RESOLVED,G2.4.41 (SRO 4.6),
wiki/exams/2014/q8-loss-of-rhr-preferred-restart-flow-rate.md,025 AK2.02 (RO 3.2 / SRO 3.2),025 AK2.02,DELETED_IN_REV3,025 AK2.02 (RO 3.2 / SRO 3.2),
wiki/exams/2014/q80-fuel-handling-incident-response.md,G2.4.11 (SRO 4.2),G2.4.11,DELETED_IN_REV3,G2.4.11 (SRO 4.2),
wiki/exams/2014/q81-500kv-breaker-fault-crs-response.md,G2.1.7 (RO 4.4 / SRO 4.7),G2.1.7,RESOLVED,G2.1.7 (RO 4.4 / SRO 4.7),
wiki/exams/2014/q82-gas-decay-tank-release-termination-condition.md,G2.1.32 (RO 3.8 / SRO 4),G2.1.32,RESOLVED,G2.1.32 (RO 3.8 / SRO 4),
wiki/exams/2014/q83-service-water-leak-location-and-response.md,062 AA2.02 (RO 3.8 / SRO 3.3),062 AA2.02,RESOLVED,062 AA2.02 (RO 3.8 / SRO 3.3),
wiki/exams/2014/q84-loca-6-transition-procedure-and-actions.md,WE04 EA2.02 (SRO 4.2),WE04 EA2.02,DELETED_IN_REV3,WE04 EA2.02 (SRO 4.2),
wiki/exams/2014/q85-losc-2-subsequent-action.md,WE12 EA2.01 (SRO 4.0),WE12 EA2.01,DELETED_IN_REV3,WE12 EA2.01 (SRO 4.0),
wiki/exams/2014/q86-rcs-water-inventory-balance-mode-4-entry.md,G2.1.20 (RO 4.6 / SRO 4.6),G2.1.20,RESOLVED,G2.1.20 (RO 4.6 / SRO 4.6),
wiki/exams/2014/q87-rhr-response-to-rcs-pressure-transient-mode-5.md,005 A2.02 (RO 4 / SRO 3.9),005 A2.02,RESOLVED,005 A2.02 (RO 4 / SRO 3.9),
wiki/exams/2014/q88-natural-circ-cooldown-crs-action.md,G2.4.6 (RO 3.7 / SRO 4.7),G2.4.6,RESOLVED,G2.4.6 (RO 3.7 / SRO 4.7),
wiki/exams/2014/q89-loca-3-sump-blockage-cs-flow-effect.md,026 A2.07 (RO 4 / SRO 3.9),026 A2.07,RESOLVED,026 A2.07 (RO 4 / SRO 3.9),
wiki/exams/2014/q9-ccw-leak-component-identification.md,026 AA1.02 (RO 3.5 / SRO 3.5),026 AA1.02,RESOLVED,026 AA1.02 (RO 3.5 / SRO 3.5),
wiki/exams/2014/q90-sfp-pump-failure-plant-response-fuel-transfer.md,033 A2.02 (RO 3.8 / SRO 3.2),033 A2.02,RESOLVED,033 A2.02 (RO 3.8 / SRO 3.2),
wiki/exams/2014/q91-stuck-open-tb40-low-tavg-tech-spec-application.md,041 A2.02 (RO 4.3 / SRO 3.8),041 A2.02,RESOLVED,041 A2.02 (RO 4.3 / SRO 3.8),
wiki/exams/2014/q92-fwi-failure-consequence-and-response.md,059 A2.03 (RO 3.4 / SRO 3.5),059 A2.03,RESOLVED,059 A2.03 (RO 3.4 / SRO 3.5),
wiki/exams/2014/q93-edg-fuel-oil-transfer-pump-ts-entry.md,G2.2.22 (RO 4 / SRO 4.7),G2.2.22,RESOLVED,G2.2.22 (RO 4 / SRO 4.7),
wiki/exams/2014/q94-ir-ni-status-and-required-action.md,G2.1.20 (RO 4.6 / SRO 4.6),G2.1.20,RESOLVED,G2.1.20 (RO 4.6 / SRO 4.6),
wiki/exams/2014/q95-pzr-cold-cal-level-charging-flow.md,G2.1.25 (RO 3.9 / SRO 4.2),G2.1.25,RESOLVED,G2.1.25 (RO 3.9 / SRO 4.2),
wiki/exams/2014/q96-tccp-to-permanent-change-process.md,G2.2.11 (RO 2.3 / SRO 3.3),G2.2.11,DELETED_IN_REV3,G2.2.11 (RO 2.3 / SRO 3.3),
wiki/exams/2014/q97-afw-operability-bases-modes-1-3.md,G2.2.25 (SRO 4.2),G2.2.25,RESOLVED,G2.2.25 (SRO 4.2),
wiki/exams/2014/q98-containment-entry-power-limit-and-authorization.md,G2.3.12 (RO 3.2 / SRO 3.7),G2.3.12,RESOLVED,G2.3.12 (RO 3.2 / SRO 3.7),
wiki/exams/2014/q99-condition-requiring-suspending-frp.md,G2.4.18 (RO 3.3 / SRO 4),G2.4.18,RESOLVED,G2.4.18 (RO 3.3 / SRO 4),
wiki/exams/2015/jpm-ip-i-containment-spray-valve-verification.md,G2.2.12 (RO 3.7 / SRO 4.1),G2.2.12,RESOLVED,G2.2.12 (RO 3.7 / SRO 4.1),In-Plant | RO/SRO | 
wiki/exams/2015/jpm-ip-j-rcp-seal-cooling-restoration.md,039 A1.09 (RO 3.6 / SRO 3.6),039 A1.09,RESOLVED,039 A1.09 (RO 3.6 / SRO 3.6),In-Plant | RO/SRO | 
wiki/exams/2015/jpm-ip-k-authorized-waste-gas-release.md,G2.3.11 (RO 3.8 / SRO 4.3),G2.3.11,RESOLVED,G2.3.11 (RO 3.8 / SRO 4.3),In-Plant | RO/SRO | 
wiki/exams/2015/jpm-ro-a1a-tcaf-adverse-environmental-conditions.md,G2.1.25 (RO 3.9 / SRO 4.2),G2.1.25,RESOLVED,G2.1.25 (RO 3.9 / SRO 4.2),Admin | RO/SRO | 
wiki/exams/2015/jpm-ro-a1b-csd-boron-natural-circ-cooldown.md,G2.1.43 (RO 4.1 / SRO 4.3),G2.1.43,RESOLVED,G2.1.43 (RO 4.1 / SRO 4.3),Admin | RO | 
wiki/exams/2015/jpm-ro-a2-charging-pump-operability-surveillance.md,G2.2.37 (SRO 4.6),G2.2.37,RESOLVED,G2.2.37 (SRO 4.6),Admin | RO/SRO | 
wiki/exams/2015/jpm-ro-a4-secondary-communicator-log.md,G2.4.43 (RO 3.2 / SRO 3.8),G2.4.43,RESOLVED,G2.4.43 (RO 3.2 / SRO 3.8),Admin | RO | 
wiki/exams/2015/jpm-sim-a-dropped-control-rod-corrective-actions.md,003 AA2.03 (3.6),003 AA2.03,DELETED_IN_REV3,003 AA2.03 (3.6),Simulator | RO/SRO | 
wiki/exams/2015/jpm-sim-b-vct-level-instrument-loss-manual-makeup.md,022 AA1.01 (RO 3.8 / SRO 3.8),022 AA1.01,RESOLVED,022 AA1.01 (RO 3.8 / SRO 3.8),Simulator | RO/SRO | 
wiki/exams/2015/jpm-sim-c-raise-eccs-accumulator-level-pressure.md,006 A4.07 (4.4),006 A4.07,DELETED_IN_REV3,006 A4.07 (4.4),Simulator | RO/SRO | 
wiki/exams/2015/jpm-sim-d-main-turbine-valve-testing.md,G2.1.23 (RO 4.3 / SRO 4.4),G2.1.23,RESOLVED,G2.1.23 (RO 4.3 / SRO 4.4),Simulator | RO/SRO | 
wiki/exams/2015/jpm-sim-e-transfer-4kv-group-bus-spt-to-apt.md,062 A4.01 (RO 3.5 / SRO 3.5),062 A4.01,RESOLVED,062 A4.01 (RO 3.5 / SRO 3.5),Simulator | RO/SRO | 
wiki/exams/2015/jpm-sim-f-nis-source-range-energize-trip-2.md,007 EA1.05 (RO 3.9 / SRO 3.9),007 EA1.05,RESOLVED,007 EA1.05 (RO 3.9 / SRO 3.9),Simulator | RO/SRO | 
wiki/exams/2015/jpm-sim-g-ccw-system-abnormality-corrective-action.md,008 A4.01 (RO 3.7 / SRO 3.7),008 A4.01,RESOLVED,008 A4.01 (RO 3.7 / SRO 3.7),Simulator | RO/SRO | 
wiki/exams/2015/jpm-sim-h-tcaf-loss-of-rhr-cooling.md,025 AA1.03 (RO 4 / SRO 4),025 AA1.03,RESOLVED,025 AA1.03 (RO 4 / SRO 4),Simulator | RO/SRO | 
wiki/exams/2015/jpm-sro-a1a-secondary-chemistry-action-levels.md,G2.1.34 (RO 2.7 / SRO 3.5),G2.1.34,RESOLVED,G2.1.34 (RO 2.7 / SRO 3.5),Admin | SRO | 
wiki/exams/2015/jpm-sro-a1b-dropped-rod-tsas-log.md,G2.1.18 (RO 3.6 / SRO 3.8),G2.1.18,RESOLVED,G2.1.18 (RO 3.6 / SRO 3.8),Admin | SRO | 
wiki/exams/2015/jpm-sro-a2-component-operability-ist-results.md,G2.2.37 (SRO 4.6),G2.2.37,RESOLVED,G2.2.37 (SRO 4.6),Admin | RO/SRO | 
wiki/exams/2015/jpm-sro-a3-liquid-waste-release-path.md,G2.3.6 (RO 2 / SRO 3.8),G2.3.6,RESOLVED,G2.3.6 (RO 2 / SRO 3.8),Admin | SRO | 
wiki/exams/2015/jpm-sro-a4-1-esg1-emergency-classification-icmf.md,G2.4.41 (SRO 4.6),G2.4.41,RESOLVED,G2.4.41 (SRO 4.6),Admin | SRO | 
wiki/exams/2015/jpm-sro-a4-2-esg2-emergency-classification-icmf.md,G2.4.41 (SRO 4.6),G2.4.41,RESOLVED,G2.4.41 (SRO 4.6),Admin | SRO | 
wiki/exams/2015/jpm-sro-a4-3-esg3-emergency-classification-icmf.md,G2.4.41 (SRO 4.6),G2.4.41,RESOLVED,G2.4.41 (SRO 4.6),Admin | SRO | 
wiki/exams/2015/q1-rod-control-turbine-pressure-transmitter-failure.md,001 AK1.05 (RO 3.7 / SRO 3.7),001 AK1.05,RESOLVED,001 AK1.05 (RO 3.7 / SRO 3.7),
wiki/exams/2015/q10-sg-tube-leak-2r19c-alarm-post-trip.md,037 AA2.01 (RO 3.6 / SRO 3.6),037 AA2.01,RESOLVED,037 AA2.01 (RO 3.6 / SRO 3.6),
wiki/exams/2015/q100-sro-condition-requiring-par-before-tsc-eof-activation.md,G2.4.44 (SRO 4.4),G2.4.44,RESOLVED,G2.4.44 (SRO 4.4),
wiki/exams/2015/q11-sgtr-single-stuck-rod-boration.md,G2.4.16 (RO 3.5 / SRO 4.4),G2.4.16,RESOLVED,G2.4.16 (RO 3.5 / SRO 4.4),
wiki/exams/2015/q12-slb-vs-flb-tavg-response.md,054 AK1.01a (RO 4 / SRO 4),054 AK1.01a,RESOLVED,054 AK1.01a (RO 4 / SRO 4),
wiki/exams/2015/q13-sbo-rhr-valve-fail-position-loss-of-air.md,055 EA2.01 (RO 3.5 / SRO 3.6),055 EA2.01,RESOLVED,055 EA2.01 (RO 3.5 / SRO 3.6),
